Player,team,Age,Pos,dominant_hand,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,TB,GIDP,SH,SF,IBB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,WAR,Awards
Vidal Bruján,marlins,26.0,MI,Both,102.0,278.0,248.0,32.0,55.0,14.0,2.0,2.0,16.0,5.0,6.0,25.0,54.0,4.0,79.0,5.0,1.0,0.0,3.0,0.222,0.303,0.319,0.622,74.0,0.271,64.0,0.5,
Jonah Bride,marlins,28.0,1B,Right,71.0,272.0,232.0,30.0,64.0,10.0,0.0,11.0,39.0,0.0,1.0,30.0,55.0,3.0,107.0,9.0,0.0,7.0,1.0,0.276,0.357,0.461,0.818,125.0,0.355,122.0,0.8,
Tim Anderson,marlins,31.0,SS,Right,65.0,241.0,234.0,16.0,50.0,3.0,0.0,0.0,9.0,4.0,4.0,7.0,68.0,0.0,53.0,6.0,0.0,0.0,0.0,0.214,0.237,0.226,0.463,30.0,0.204,15.0,-1.5,
Emmanuel Rivera,marlins,28.0,3B,Right,96.0,229.0,201.0,15.0,43.0,6.0,1.0,1.0,15.0,2.0,0.0,20.0,51.0,4.0,54.0,5.0,1.0,3.0,0.0,0.214,0.294,0.269,0.563,58.0,0.263,53.0,-0.7,
Kyle Stowers,marlins,26.0,LF,Left,50.0,172.0,156.0,12.0,29.0,7.0,2.0,2.0,15.0,0.0,0.0,13.0,61.0,3.0,46.0,2.0,0.0,0.0,0.0,0.186,0.262,0.295,0.556,55.0,0.254,48.0,-0.7,
Connor Norby,marlins,24.0,3B,Right,36.0,162.0,146.0,29.0,36.0,8.0,0.0,7.0,17.0,3.0,3.0,15.0,52.0,0.0,65.0,1.0,0.0,1.0,0.0,0.247,0.315,0.445,0.76,108.0,0.321,100.0,0.2,
Luis Arráez,marlins,27.0,2B,Left,33.0,148.0,137.0,22.0,41.0,8.0,1.0,0.0,5.0,0.0,0.0,8.0,11.0,2.0,51.0,5.0,1.0,0.0,0.0,0.299,0.347,0.372,0.719,100.0,0.326,99.0,0.1,ASMVP-18
Derek Hill,marlins,28.0,OF,Right,32.0,114.0,107.0,11.0,25.0,4.0,1.0,4.0,18.0,4.0,1.0,2.0,39.0,2.0,43.0,1.0,2.0,1.0,0.0,0.234,0.259,0.402,0.661,80.0,0.299,77.0,0.1,
Dane Myers,marlins,28.0,RF,Right,44.0,108.0,95.0,17.0,25.0,6.0,1.0,3.0,19.0,4.0,1.0,8.0,36.0,3.0,42.0,0.0,0.0,2.0,0.0,0.263,0.333,0.442,0.775,113.0,0.346,111.0,0.5,
Ali Sánchez,marlins,27.0,C,Right,31.0,96.0,84.0,5.0,14.0,2.0,0.0,0.0,4.0,2.0,1.0,4.0,24.0,1.0,16.0,2.0,6.0,1.0,0.0,0.167,0.211,0.19,0.402,13.0,0.194,-1.0,-0.6,
Griffin Conine,marlins,26.0,OF,Left,30.0,89.0,82.0,14.0,22.0,4.0,1.0,3.0,12.0,0.0,0.0,6.0,28.0,1.0,37.0,1.0,0.0,0.0,0.0,0.268,0.326,0.451,0.777,113.0,0.332,104.0,0.7,
Christian Bethancourt,marlins,32.0,C,Right,38.0,88.0,82.0,9.0,13.0,3.0,0.0,2.0,7.0,0.0,0.0,3.0,22.0,1.0,22.0,1.0,2.0,0.0,0.0,0.159,0.198,0.268,0.466,28.0,0.205,10.0,-0.5,
Cristian Pache,marlins,25.0,CF,Right,35.0,64.0,60.0,4.0,11.0,3.0,0.0,1.0,7.0,1.0,0.0,4.0,21.0,0.0,17.0,1.0,0.0,0.0,0.0,0.183,0.234,0.283,0.518,43.0,0.235,31.0,-0.4,
David Hensley,marlins,28.0,UT,Right,23.0,58.0,52.0,9.0,11.0,1.0,0.0,1.0,4.0,1.0,0.0,6.0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,0.212,0.293,0.288,0.582,63.0,0.262,51.0,-0.4,
Avisaíl García,marlins,33.0,RF,Right,18.0,51.0,50.0,4.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,13.0,0.0,19.0,4.0,0.0,0.0,0.0,0.24,0.255,0.38,0.635,73.0,0.269,58.0,-0.2,
Jhonny Pereda,marlins,28.0,C,Right,20.0,40.0,39.0,2.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,1.0,9.0,2.0,0.0,0.0,0.0,0.231,0.25,0.231,0.481,35.0,0.239,37.0,-0.1,
Javier Sanoja,marlins,21.0,UT,Right,15.0,36.0,35.0,3.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,10.0,2.0,0.0,0.0,0.0,0.229,0.25,0.286,0.536,49.0,0.235,34.0,0.0,
Tristan Gray,marlins,28.0,3B,Left,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-136.0,-0.1,
José Devers,marlins,24.0,2B,Left,3.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.5,40.0,0.224,26.0,0.1,
Forrest Wall,marlins,28.0,RF,Left,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.667,87.0,0.379,82.0,0.0,
Team Totals,marlins,,,Right,162.0,6048.0,5522.0,637.0,1347.0,243.0,23.0,150.0,611.0,125.0,43.0,403.0,1410.0,55.0,2086.0,119.0,24.0,41.0,16.0,0.244,0.3,0.378,0.678,87.0,0.301,80.0,2.0,
William Contreras,brewers,26.0,C,Right,155.0,679.0,595.0,99.0,167.0,37.0,2.0,23.0,92.0,9.0,2.0,78.0,139.0,3.0,277.0,19.0,0.0,3.0,5.0,0.281,0.365,0.466,0.831,130.0,0.361,129.0,4.9,ASMVP-5SS
Rhys Hoskins,brewers,31.0,1B,Right,131.0,517.0,449.0,59.0,96.0,14.0,0.0,26.0,82.0,3.0,0.0,53.0,149.0,7.0,188.0,11.0,0.0,6.0,1.0,0.214,0.303,0.419,0.722,99.0,0.314,95.0,-0.2,
Brice Turang,brewers,24.0,2B,Left,155.0,619.0,559.0,72.0,142.0,24.0,4.0,7.0,57.0,50.0,6.0,50.0,105.0,2.0,195.0,8.0,5.0,3.0,1.0,0.254,0.316,0.349,0.665,86.0,0.313,85.0,4.7,GG
Willy Adames,brewers,28.0,SS,Right,161.0,688.0,610.0,93.0,153.0,33.0,0.0,32.0,112.0,21.0,4.0,74.0,173.0,1.0,282.0,12.0,0.0,3.0,3.0,0.251,0.331,0.462,0.794,119.0,0.348,117.0,3.1,MVP-10
Joey Ortiz,brewers,25.0,3B,Right,142.0,511.0,440.0,58.0,105.0,25.0,6.0,11.0,60.0,11.0,6.0,56.0,103.0,6.0,175.0,10.0,3.0,6.0,0.0,0.239,0.329,0.398,0.726,102.0,0.317,98.0,2.7,
Jackson Chourio,brewers,20.0,LF,Right,148.0,573.0,528.0,80.0,145.0,29.0,4.0,21.0,79.0,22.0,7.0,39.0,121.0,3.0,245.0,7.0,1.0,2.0,4.0,0.275,0.327,0.464,0.791,118.0,0.344,115.0,3.8,MVP-22ROY-3
Blake Perkins,brewers,27.0,CF,Both,121.0,434.0,383.0,54.0,92.0,13.0,2.0,6.0,43.0,23.0,5.0,42.0,108.0,3.0,127.0,3.0,0.0,6.0,1.0,0.24,0.316,0.332,0.647,81.0,0.301,81.0,1.8,
Sal Frelick,brewers,24.0,RF,Left,145.0,524.0,475.0,66.0,123.0,22.0,4.0,2.0,32.0,18.0,3.0,39.0,78.0,4.0,159.0,8.0,2.0,1.0,0.0,0.259,0.32,0.335,0.655,84.0,0.303,84.0,2.1,GG
Gary Sánchez,brewers,31.0,DH,Right,89.0,280.0,245.0,30.0,54.0,7.0,1.0,11.0,37.0,0.0,0.0,27.0,76.0,5.0,96.0,9.0,0.0,3.0,0.0,0.22,0.307,0.392,0.699,94.0,0.312,94.0,0.2,
Jake Bauers,brewers,28.0,1B,Left,116.0,346.0,302.0,45.0,60.0,9.0,2.0,12.0,43.0,13.0,1.0,39.0,118.0,5.0,109.0,0.0,0.0,0.0,1.0,0.199,0.301,0.361,0.662,84.0,0.3,80.0,-0.4,
Christian Yelich,brewers,32.0,LF,Left,73.0,315.0,270.0,44.0,85.0,12.0,3.0,11.0,42.0,21.0,1.0,40.0,58.0,2.0,136.0,3.0,1.0,1.0,3.0,0.315,0.406,0.504,0.909,152.0,0.404,151.0,2.2,AS
Garrett Mitchell,brewers,25.0,OF,Left,69.0,224.0,196.0,33.0,50.0,12.0,3.0,8.0,21.0,11.0,4.0,25.0,71.0,1.0,92.0,1.0,2.0,0.0,0.0,0.255,0.342,0.469,0.812,124.0,0.354,123.0,2.0,
Andruw Monasterio,brewers,27.0,IF,Right,59.0,142.0,125.0,14.0,26.0,5.0,0.0,1.0,16.0,6.0,2.0,16.0,40.0,1.0,34.0,3.0,0.0,0.0,0.0,0.208,0.303,0.272,0.575,63.0,0.267,60.0,-0.2,
Oliver Dunn,brewers,26.0,3B,Left,41.0,104.0,95.0,11.0,21.0,2.0,2.0,1.0,7.0,3.0,0.0,6.0,40.0,2.0,30.0,1.0,1.0,0.0,0.0,0.221,0.282,0.316,0.597,67.0,0.269,58.0,0.2,
Eric Haase,brewers,31.0,C,Right,30.0,69.0,66.0,10.0,18.0,1.0,0.0,5.0,14.0,0.0,0.0,3.0,28.0,0.0,34.0,0.0,0.0,0.0,0.0,0.273,0.304,0.515,0.819,123.0,0.359,128.0,0.4,
Tyler Black,brewers,23.0,DH,Left,18.0,57.0,49.0,4.0,10.0,2.0,0.0,0.0,2.0,3.0,0.0,7.0,17.0,1.0,12.0,0.0,0.0,0.0,0.0,0.204,0.316,0.245,0.561,60.0,0.28,62.0,-0.1,
Joey Wiemer,brewers,25.0,OF,Right,19.0,27.0,26.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.154,0.185,0.154,0.339,-4.0,0.145,-19.0,-0.2,
Owen Miller,brewers,27.0,IF,Right,14.0,27.0,27.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,0.185,0.185,0.222,0.407,13.0,0.175,-5.0,-0.5,
Isaac Collins,brewers,26.0,UT,Both,11.0,19.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.118,0.211,0.118,0.328,-5.0,0.175,-14.0,-0.3,
Vinny Capra,brewers,27.0,IF,Right,3.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.111,0.111,0.222,0.333,-10.0,0.138,-31.0,-0.1,
Brewer Hicklen,brewers,28.0,RF,Right,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.049,-130.0,-0.2,
Chris Roller,brewers,27.0,CF,Right,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-136.0,0.0,
Elvis Peguero,brewers,27.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Joel Payamps,brewers,30.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Hoby Milner,brewers,33.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Mitch White,brewers,29.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Trevor Megill,brewers,30.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Kevin Herget,brewers,33.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,brewers,,,Right,162.0,6170.0,5472.0,777.0,1359.0,249.0,33.0,177.0,742.0,217.0,42.0,597.0,1459.0,46.0,2205.0,97.0,15.0,34.0,19.0,0.248,0.326,0.403,0.729,102.0,0.325,100.0,26.0,
Ryan Jeffers,twins,27.0,C,Right,122.0,465.0,412.0,56.0,93.0,22.0,0.0,21.0,64.0,3.0,0.0,32.0,94.0,14.0,178.0,9.0,1.0,6.0,0.0,0.226,0.3,0.432,0.732,103.0,0.322,103.0,2.1,
Carlos Santana,twins,38.0,1B,Both,150.0,594.0,521.0,63.0,124.0,26.0,0.0,23.0,71.0,4.0,0.0,65.0,99.0,6.0,219.0,11.0,0.0,2.0,3.0,0.238,0.328,0.42,0.749,109.0,0.329,108.0,2.5,GG
Edouard Julien,twins,25.0,2B,Left,94.0,301.0,266.0,36.0,53.0,9.0,0.0,8.0,21.0,6.0,0.0,33.0,102.0,2.0,86.0,2.0,0.0,0.0,0.0,0.199,0.292,0.323,0.616,74.0,0.288,76.0,-0.2,
Carlos Correa,twins,29.0,SS,Right,86.0,367.0,319.0,55.0,99.0,20.0,2.0,14.0,54.0,0.0,0.0,40.0,61.0,3.0,165.0,5.0,0.0,4.0,4.0,0.31,0.388,0.517,0.905,152.0,0.393,155.0,3.7,AS
José Miranda,twins,26.0,3B,Right,121.0,429.0,401.0,44.0,114.0,28.0,4.0,9.0,49.0,2.0,2.0,18.0,66.0,6.0,177.0,13.0,0.0,4.0,1.0,0.284,0.322,0.441,0.763,112.0,0.333,112.0,1.7,
Manuel Margot,twins,29.0,LF,Right,129.0,343.0,315.0,37.0,75.0,17.0,1.0,4.0,31.0,5.0,0.0,21.0,54.0,3.0,106.0,10.0,1.0,3.0,0.0,0.238,0.289,0.337,0.626,76.0,0.281,72.0,-0.9,
Byron Buxton,twins,30.0,CF,Right,102.0,388.0,355.0,62.0,99.0,27.0,3.0,18.0,56.0,7.0,2.0,20.0,99.0,11.0,186.0,3.0,0.0,2.0,1.0,0.279,0.335,0.524,0.859,137.0,0.369,136.0,3.6,
Max Kepler,twins,31.0,RF,Left,105.0,399.0,368.0,43.0,93.0,21.0,1.0,8.0,42.0,1.0,0.0,22.0,80.0,5.0,140.0,3.0,0.0,3.0,0.0,0.253,0.302,0.38,0.682,91.0,0.315,98.0,1.0,
Trevor Larnach,twins,27.0,DH,Left,112.0,400.0,355.0,59.0,92.0,17.0,0.0,15.0,52.0,4.0,1.0,40.0,89.0,3.0,154.0,12.0,0.0,2.0,1.0,0.259,0.338,0.434,0.771,116.0,0.341,117.0,1.3,
Willi Castro,twins,27.0,UT,Both,158.0,635.0,558.0,89.0,138.0,31.0,5.0,12.0,60.0,14.0,9.0,51.0,150.0,21.0,215.0,8.0,1.0,4.0,0.0,0.247,0.331,0.385,0.717,102.0,0.326,108.0,1.6,AS
Royce Lewis,twins,25.0,3B,Right,82.0,325.0,292.0,40.0,68.0,16.0,0.0,16.0,47.0,0.0,0.0,28.0,74.0,0.0,132.0,5.0,0.0,5.0,2.0,0.233,0.295,0.452,0.747,107.0,0.315,99.0,0.7,
Christian Vázquez,twins,33.0,C,Right,93.0,315.0,294.0,29.0,65.0,10.0,0.0,7.0,27.0,3.0,1.0,11.0,65.0,1.0,96.0,11.0,5.0,4.0,0.0,0.221,0.248,0.327,0.575,60.0,0.262,60.0,-0.2,
Matt Wallner,twins,26.0,OF,Left,75.0,261.0,220.0,26.0,57.0,17.0,1.0,13.0,37.0,3.0,0.0,24.0,95.0,16.0,115.0,2.0,0.0,1.0,0.0,0.259,0.372,0.523,0.894,149.0,0.387,149.0,2.2,
Austin Martin,twins,25.0,OF,Right,93.0,257.0,233.0,41.0,59.0,18.0,1.0,1.0,16.0,7.0,3.0,20.0,47.0,2.0,82.0,4.0,2.0,0.0,0.0,0.253,0.318,0.352,0.67,89.0,0.299,87.0,-1.0,
Kyle Farmer,twins,33.0,IF,Right,107.0,242.0,215.0,26.0,46.0,13.0,1.0,5.0,25.0,3.0,5.0,19.0,49.0,6.0,76.0,6.0,0.0,2.0,1.0,0.214,0.293,0.353,0.647,82.0,0.281,80.0,-0.3,
Brooks Lee,twins,23.0,SS,Both,50.0,185.0,172.0,9.0,38.0,6.0,1.0,3.0,27.0,3.0,0.0,11.0,27.0,0.0,55.0,6.0,0.0,2.0,2.0,0.221,0.265,0.32,0.585,64.0,0.256,53.0,-0.2,
Alex Kirilloff,twins,26.0,UT,Left,57.0,178.0,159.0,20.0,32.0,8.0,3.0,5.0,20.0,0.0,0.0,15.0,47.0,1.0,61.0,5.0,0.0,3.0,0.0,0.201,0.27,0.384,0.653,81.0,0.287,79.0,-0.6,
DaShawn Keirsey Jr.,twins,27.0,CF,Left,6.0,14.0,13.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.154,0.214,0.385,0.599,64.0,0.254,55.0,0.0,
Michael Helman,twins,28.0,UT,Right,9.0,10.0,10.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,120.0,0.329,109.0,0.1,
Diego Castillo,twins,26.0,3B,Right,4.0,8.0,6.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.333,0.5,0.5,1.0,184.0,0.439,189.0,0.2,
Jair Camargo,twins,24.0,DH,Right,5.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.143,-54.0,0.098,-57.0,-0.1,
Team Totals,twins,,,Right,162.0,6123.0,5490.0,742.0,1352.0,309.0,23.0,183.0,702.0,65.0,23.0,473.0,1306.0,101.0,2256.0,115.0,10.0,47.0,15.0,0.246,0.315,0.411,0.726,103.0,0.321,103.0,17.0,
Francisco Alvarez,mets,22.0,C,Right,100.0,342.0,308.0,39.0,73.0,14.0,2.0,11.0,47.0,1.0,1.0,30.0,86.0,2.0,124.0,7.0,0.0,2.0,0.0,0.237,0.307,0.403,0.71,100.0,0.319,107.0,0.8,
Pete Alonso,mets,29.0,1B,Right,162.0,695.0,608.0,91.0,146.0,31.0,0.0,34.0,88.0,3.0,0.0,70.0,172.0,13.0,279.0,14.0,0.0,4.0,4.0,0.24,0.329,0.459,0.788,122.0,0.341,122.0,2.6,AS
Jeff McNeil,mets,32.0,2B,Left,129.0,472.0,424.0,57.0,101.0,26.0,0.0,12.0,44.0,5.0,1.0,35.0,68.0,9.0,163.0,6.0,1.0,3.0,1.0,0.238,0.308,0.384,0.692,96.0,0.308,98.0,1.6,
Francisco Lindor,mets,30.0,SS,Both,152.0,689.0,618.0,107.0,169.0,39.0,1.0,33.0,91.0,29.0,4.0,56.0,127.0,12.0,309.0,7.0,0.0,3.0,0.0,0.273,0.344,0.5,0.844,137.0,0.373,141.0,6.9,MVP-2SS
Mark Vientos,mets,24.0,3B,Right,111.0,454.0,413.0,58.0,110.0,22.0,0.0,27.0,71.0,0.0,0.0,33.0,135.0,3.0,213.0,6.0,0.0,5.0,0.0,0.266,0.322,0.516,0.837,134.0,0.361,137.0,3.1,
Brandon Nimmo,mets,31.0,LF,Left,151.0,663.0,571.0,88.0,128.0,25.0,3.0,23.0,90.0,15.0,0.0,77.0,158.0,12.0,228.0,7.0,0.0,3.0,1.0,0.224,0.327,0.399,0.727,106.0,0.331,111.0,2.2,
Harrison Bader,mets,30.0,CF,Right,143.0,437.0,402.0,57.0,95.0,19.0,0.0,12.0,51.0,17.0,8.0,21.0,95.0,8.0,150.0,6.0,0.0,6.0,1.0,0.236,0.284,0.373,0.657,86.0,0.287,84.0,0.9,
Starling Marte,mets,35.0,RF,Right,94.0,370.0,335.0,46.0,90.0,13.0,3.0,7.0,40.0,16.0,1.0,27.0,81.0,3.0,130.0,8.0,3.0,2.0,1.0,0.269,0.327,0.388,0.715,103.0,0.328,107.0,0.7,
J.D. Martinez,mets,36.0,DH,Right,120.0,495.0,434.0,46.0,102.0,24.0,1.0,16.0,69.0,0.0,0.0,49.0,141.0,6.0,176.0,17.0,0.0,2.0,0.0,0.235,0.32,0.406,0.725,105.0,0.321,108.0,0.5,
Tyrone Taylor,mets,30.0,OF,Right,130.0,345.0,319.0,47.0,79.0,22.0,3.0,7.0,35.0,11.0,2.0,19.0,80.0,5.0,128.0,4.0,1.0,1.0,1.0,0.248,0.299,0.401,0.701,98.0,0.317,102.0,2.0,
Jose Iglesias,mets,34.0,IF,Right,85.0,291.0,270.0,39.0,91.0,16.0,1.0,4.0,26.0,6.0,2.0,12.0,39.0,8.0,121.0,4.0,0.0,1.0,1.0,0.337,0.381,0.448,0.83,136.0,0.361,136.0,3.1,
DJ Stewart,mets,30.0,RF,Left,74.0,194.0,158.0,16.0,28.0,4.0,0.0,5.0,19.0,1.0,0.0,31.0,48.0,4.0,47.0,5.0,0.0,1.0,0.0,0.177,0.325,0.297,0.622,80.0,0.296,89.0,-0.8,
Brett Baty,mets,24.0,3B,Left,50.0,171.0,153.0,15.0,35.0,3.0,0.0,4.0,16.0,0.0,0.0,16.0,42.0,1.0,50.0,3.0,1.0,0.0,1.0,0.229,0.306,0.327,0.633,81.0,0.287,83.0,0.3,
Luis Torrens,mets,28.0,C,Right,47.0,130.0,118.0,14.0,27.0,8.0,0.0,3.0,15.0,0.0,1.0,9.0,28.0,2.0,44.0,5.0,0.0,1.0,0.0,0.229,0.292,0.373,0.665,88.0,0.287,86.0,0.7,
Jesse Winker,mets,30.0,OF,Left,44.0,129.0,115.0,12.0,28.0,5.0,0.0,3.0,13.0,0.0,0.0,10.0,22.0,3.0,42.0,3.0,0.0,1.0,0.0,0.243,0.318,0.365,0.683,95.0,0.303,95.0,0.1,
Tomás Nido,mets,30.0,C,Right,32.0,90.0,83.0,9.0,19.0,2.0,0.0,3.0,8.0,0.0,0.0,4.0,20.0,0.0,30.0,0.0,2.0,1.0,0.0,0.229,0.261,0.361,0.623,75.0,0.278,76.0,0.1,
Omar Narváez,mets,32.0,C,Left,28.0,69.0,65.0,4.0,10.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,12.0,0.0,12.0,2.0,1.0,0.0,0.0,0.154,0.191,0.185,0.376,8.0,0.172,-1.0,-0.9,
Luisangel Acuña,mets,22.0,MI,Right,14.0,40.0,39.0,6.0,12.0,2.0,1.0,3.0,6.0,0.0,1.0,1.0,6.0,0.0,25.0,1.0,0.0,0.0,0.0,0.308,0.325,0.641,0.966,166.0,0.387,165.0,0.5,
Joey Wendle,mets,34.0,IF,Left,18.0,37.0,36.0,3.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.222,0.243,0.25,0.493,41.0,0.225,34.0,-0.1,
Ben Gamel,mets,32.0,OF,Left,18.0,30.0,23.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.217,0.4,0.261,0.661,95.0,0.36,130.0,0.0,
Zack Short,mets,29.0,3B,Right,10.0,12.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.111,0.273,0.111,0.384,16.0,0.162,20.0,-0.1,
Eddy Alvarez,mets,34.0,MI,Left,12.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.182,-41.0,0.128,-31.0,0.1,
Pablo Reyes,mets,30.0,DH,Right,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Joe Hudson,mets,33.0,C,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Edwin Díaz,mets,30.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Jorge López,mets,31.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Jake Diekman,mets,37.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,mets,,,Right,162.0,6166.0,5510.0,768.0,1357.0,279.0,15.0,207.0,735.0,106.0,22.0,514.0,1382.0,92.0,2287.0,105.0,10.0,36.0,11.0,0.246,0.319,0.415,0.734,108.0,0.326,110.0,24.4,
Austin Wells,yankees,24.0,C,Left,115.0,414.0,354.0,42.0,81.0,18.0,1.0,13.0,55.0,1.0,2.0,47.0,87.0,5.0,140.0,9.0,1.0,7.0,0.0,0.229,0.322,0.395,0.718,104.0,0.318,104.0,2.5,ROY-3
Anthony Rizzo,yankees,34.0,1B,Left,92.0,375.0,337.0,38.0,77.0,12.0,0.0,8.0,35.0,0.0,0.0,27.0,65.0,9.0,113.0,7.0,0.0,2.0,0.0,0.228,0.301,0.335,0.637,82.0,0.297,88.0,0.2,
Gleyber Torres,yankees,27.0,2B,Right,154.0,665.0,587.0,80.0,151.0,26.0,0.0,15.0,63.0,4.0,3.0,65.0,136.0,3.0,222.0,6.0,2.0,8.0,0.0,0.257,0.33,0.378,0.709,102.0,0.318,103.0,1.8,
Anthony Volpe,yankees,23.0,SS,Right,160.0,689.0,637.0,90.0,155.0,27.0,7.0,12.0,60.0,28.0,7.0,42.0,156.0,4.0,232.0,9.0,2.0,3.0,1.0,0.243,0.293,0.364,0.657,86.0,0.296,84.0,3.4,
Oswaldo Cabrera,yankees,25.0,3B,Both,108.0,326.0,299.0,47.0,74.0,11.0,0.0,8.0,36.0,4.0,2.0,21.0,63.0,1.0,109.0,6.0,2.0,3.0,0.0,0.247,0.296,0.365,0.661,88.0,0.3,90.0,1.3,
Alex Verdugo,yankees,28.0,LF,Left,149.0,621.0,559.0,74.0,130.0,28.0,1.0,13.0,61.0,2.0,1.0,49.0,93.0,1.0,199.0,14.0,2.0,10.0,0.0,0.233,0.291,0.356,0.647,84.0,0.288,81.0,0.8,
Aaron Judge,yankees,32.0,CF,Right,158.0,704.0,559.0,122.0,180.0,36.0,1.0,58.0,144.0,10.0,0.0,133.0,171.0,9.0,392.0,22.0,0.0,2.0,20.0,0.322,0.458,0.701,1.159,225.0,0.484,223.0,10.8,ASMVP-1SS
